,access_string,title,size,age_range,type,tags,github_url
521,ds001762,Dorsal anterior cingulate and ventromedial prefrontal cortex have inverse roles in both foraging and economic choice,15.96GB,,MRI,Foraging task,https: // github.com/OpenNeuroDatasets/ds001762
522,ds001761,Reconstructing Faces from fMRI Patterns using Deep Generative Neural Networks.,86.4GB,24 - 44,MRI,facesloc,https: // github.com/OpenNeuroDatasets/ds001761
523,ds001751,Context-dependent cognitive control | Flanker task,3.3GB,,MRI,flanker,https: // github.com/OpenNeuroDatasets/ds001751
524,ds001748,Differentiation of functional networks during long-term memory retrieval in children and adolescents,9.43GB,10 - 34,MRI,episodicautobiosemantic,https: // github.com/OpenNeuroDatasets/ds001748
525,ds001747,Exploring the Resting State Neural Activity of Monolinguals and Late and Early Bilinguals,59.98GB,18 - 29,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001747
526,ds001745,A neural signature of contextually mediated intentional forgetting,7.1GB,,MRI,Image localizerStudy-TestWord localizer,https: // github.com/OpenNeuroDatasets/ds001745
527,ds001743,Unilateral Glaucoma 3T dMRI,589.71MB,19 - 66,MRI,,https: // github.com/OpenNeuroDatasets/ds001743
528,ds001740,Brain activity during reciprocal social interaction investigated using conversational robots as control condition,47.21GB,18 - 73,MRI,convers,https: // github.com/OpenNeuroDatasets/ds001740
529,ds001734,NARPS,854.05GB,18 - 37,MRI,MGT,https: // github.com/OpenNeuroDatasets/ds001734
530,ds001728,Test-GEIER,42.19MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001728
531,ds001725,Mouse_rest_psilocybin,5.02GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001725
532,ds001722,A role for the medial temporal lobe subsystem in guiding prosociality: the effect of episodic processes on willingness to help others (Experiment 2),2.15GB,,MRI,tom,https: // github.com/OpenNeuroDatasets/ds001722
533,ds001720,Mouse_rest_multicentre,24.71GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001720
534,ds001715,Dissociable neural mechanisms track evidence accumulation for selection of attention versus action,15.18GB,,MRI,Decision-making task,https: // github.com/OpenNeuroDatasets/ds001715
535,ds001705,NRM2018 PET Grand Challenge Dataset,3.36GB,28 - 53,PETMRI,LondonPride,https: // github.com/OpenNeuroDatasets/ds001705
536,ds001653,Mouse_rest_awake,8.73GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001653
537,ds001652,Ironia VEV,1.02GB,18 - 27,MRI,Ironia VEV,https: // github.com/OpenNeuroDatasets/ds001652
538,ds001635,Visual working memory: Study two Task fMRI and Behavioural response,4.64GB,,MRI,ep2d_bold_MemoryAndManiupulate_1ep2d_bold_MemoryAndManiupulate_3ep2d_bold_MemoryAndManiupulate_1_take2ep2d_bold_MemoryAndManiupulate_2_take2ep2d_bold_MemoryAndManiupulate_Run1 ep2d_bold_MemoryAndManiupulate_Run2 ep2d_bold_MemoryAndManiupulate_2ep2d_bold_MemoryAndManiupulate_Run3,https: // github.com/OpenNeuroDatasets/ds001635
539,ds001634,Visual working memory: Study one Task fMRI and Behavioural response,5.93GB,,MRI,ep2d_bold_WorkingMemory_Run1ep2d_bold_WorkingMemory_Run3ep2d_bold_WorkingMemory_Order1ep2d_bold_WorkingMemory_Run2ep2d_bold_WorkingMemory_Order2ep2d_bold_WorkingMemory_Order3ep2d_bold_WorkingMemory_order1ep2d_bold_WorkingMemory_order2ep2d_bold_WorkingMemory_order1_run2 ep2d_bold_WorkingMemory_order1_run1 ep2d_bold_WorkingMemory_order1_run3 ep2d_bold_WorkingMemory_order3,https: // github.com/OpenNeuroDatasets/ds001634
540,ds001621,Neural representations of events arise from temporal community structure,4.33GB,,MRI,commstruc,https: // github.com/OpenNeuroDatasets/ds001621
541,ds001618,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",5.9GB,18 - 65,MRI,N-backSelf/Other reflectionAutobiographical memory,https: // github.com/OpenNeuroDatasets/ds001618
542,ds001614,Perceptual decisions result from the continuous accumulation of memory and sensory evidence,40.61GB,,T1wboldevents,Response TrainingFuncational localizerSequence LearningCued Inference task,https: // github.com/OpenNeuroDatasets/ds001614
543,ds001612,Offline replay supports planning in human reinforcement learning,9.09GB,,MRI,Funcational localizerMain task,https: // github.com/OpenNeuroDatasets/ds001612
544,ds001608,Prestimulus Exp2,7.72GB,23 - 32,MRI,viewclips,https: // github.com/OpenNeuroDatasets/ds001608
545,ds001607,Reinstated episodic context guides sampling-based decisions for reward,10.17GB,,MRI,Learning taskFuncational localizerTest,https: // github.com/OpenNeuroDatasets/ds001607
546,ds001600,Example Fieldmaps,16.23MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001600
547,ds001597,multiFingerRSA,55.67GB,,MRI,cuedMFM,https: // github.com/OpenNeuroDatasets/ds001597
548,ds001595,Test dataset for XCP software,99.08MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001595
549,ds001591,Mouse_rest_KCLtraining,118.82MB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001591
550,ds001590,Feature Discrimination,295.36GB,,MRI,simserloc,https: // github.com/OpenNeuroDatasets/ds001590
551,ds001576,Refresh my memory: Episodic memory reinstatements intrude on working memory maintenance,27.84GB,,MRI,Learning taskDNMS,https: // github.com/OpenNeuroDatasets/ds001576
552,ds001566,Unnamed Dataset,1.13GB,,MRI,Resting state fMRI,https: // github.com/OpenNeuroDatasets/ds001566
553,ds001563,CMRR Workshop,8.83GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds001563
554,ds001555,Large Single-Subject Functional MRI Datasets at 7T,31.99GB,23 - 28,MRI,HalfFovNoTaskFullFovNoAttentionTaskFullFovAttentionTaskFull Field-of-View Visual Stimulation + Attention Control TaskFull Field-of-View Visual Stimulation OnlyHemifield Visual Stimulation,https: // github.com/OpenNeuroDatasets/ds001555
555,ds001554,Neural pattern change during encoding of a narrative predicts retrospective duration estimates,4.4GB,,MRI,listening,https: // github.com/OpenNeuroDatasets/ds001554
556,ds001553,100 runs at 3T,8.52GB,25 - 30,MRI,checkerboardrestCheckerboard at 8 Hz + letter/number discrimination task,https: // github.com/OpenNeuroDatasets/ds001553
557,ds001551,Pupil mimicry promotes trust through the theory-of-mind network,9.84GB,,MRI,trust,https: // github.com/OpenNeuroDatasets/ds001551
558,ds001547,Layer VASO in visual system,11.61GB,21 - 33,MRI,imageryrestswirly stars,https: // github.com/OpenNeuroDatasets/ds001547
559,ds001545,Learning Naturalistic Temporal Structure in the Posterior Medial Network,26.61GB,18 - 33,MRI,movie watching,https: // github.com/OpenNeuroDatasets/ds001545
560,ds001541,Mouse_opto_DRN,6.95GB,,MRI,opto,https: // github.com/OpenNeuroDatasets/ds001541
561,ds001534,Calorie-labeled food cues,5.72GB,18 - 22,MRI,foodimagerating non-calorie labeled food imagesrating calorie-labled food images,https: // github.com/OpenNeuroDatasets/ds001534
562,ds001529,Mouse_rest_anesthesia,1.15GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001529
563,ds001525,Syllable level speech sequencing,29.91GB,18 - 35,MRI,RepetitionLocalizer,https: // github.com/OpenNeuroDatasets/ds001525
564,ds001521,Lingering representations of stimuli influence recall organization,13.05GB,,MRI,LocalizerStudy-Test,https: // github.com/OpenNeuroDatasets/ds001521
565,ds001517,Associative Prediction of Visual Shape in the Hippocampus,157.94GB,18 - 33,MRI,Prediction audio cueShape only,https: // github.com/OpenNeuroDatasets/ds001517
566,ds001511,Schematic narrative perception and recall (scrambled),19.8GB,19 - 38,MRI,CMIYCscrambled,https: // github.com/OpenNeuroDatasets/ds001511
567,ds001510,Schematic narrative perception and recall (intact),67.37GB,,MRI,schemarecallrecallperception,https: // github.com/OpenNeuroDatasets/ds001510
568,ds001506,Deep Image Reconstruction,97.63GB,,MRI,imageryperception,https: // github.com/OpenNeuroDatasets/ds001506
569,ds001499,BOLD5000,280.3GB,24 - 27,MRI,5000scenesScene Localizer,https: // github.com/OpenNeuroDatasets/ds001499
570,ds001497,"Long-term Memory (LTM) for famous Faces, Places, and common Objects",2.23GB,,MRI,LTM,https: // github.com/OpenNeuroDatasets/ds001497
571,ds001491,Valence processing differs across stimulus modalities (Multi-echo),16.3GB,18 - 29,MRI,task-FlavorRun1task-FlavorRun2task-FlavorRun3task-FlavorRun4task-images,https: // github.com/OpenNeuroDatasets/ds001491
572,ds001486,Brain Correlates of Math Development,89.93GB,,MRI,Single-Digit MultiplicationNumerosity JudgementRhyming JudgementSingle-Digit Subtraction,https: // github.com/OpenNeuroDatasets/ds001486
573,ds000113,Forrest Gump,421.81GB,15 - 35,MRI,Forrest Gumpmovielocalizerretmapconretmapccwretmapclwretmapexpcoverageobjectcategoriesmovieauditory perception,https: // github.com/OpenNeuroDatasets/ds000113
574,ds001461,rsfMRI_comrobidity-SmokingandSchizophrenia,2.23GB,17 - 60,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001461
575,ds001454,Human hippocampal replay during rest prioritizes weakly learned information and predicts memory performance,15.08GB,19 - 38,MRI,restsatellite,https: // github.com/OpenNeuroDatasets/ds001454
576,ds001450,Unnamed Dataset,51.62MB,,bold,rest,https: // github.com/OpenNeuroDatasets/ds001450
577,ds001439,A role for the medial temporal lobe subsystem in guiding prosociality: the effect of episodic processes on willingness to help others,7.79GB,18 - 35,MRI,iehtom,https: // github.com/OpenNeuroDatasets/ds001439
578,ds001430,Neural Overlap in Item Representations Across Episodes Impairs Context Memory,9.12GB,18 - 33,MRI,Task LocalizerInitial EncodingSource Memory TestItem Repetition,https: // github.com/OpenNeuroDatasets/ds001430
579,ds001421,[11C]SB207145 PET Cimbi database example,915.34MB,21,PETMRI,SB,https: // github.com/OpenNeuroDatasets/ds001421
580,ds001420,[11C]DASB PET Cimbi database example,579.16MB,20 - 21,PETMRI,DASB,https: // github.com/OpenNeuroDatasets/ds001420
581,ds001419,thoughtExperiment,174.57MB,25,MRI,imageryrest,https: // github.com/OpenNeuroDatasets/ds001419
582,ds001417,CAT snacks functional plasticity,88.5GB,20 - 34,MRI,proberesponsetosnacks,https: // github.com/OpenNeuroDatasets/ds001417
583,ds001415,Audio Cartography,1.3GB,20 - 62,MRI,map listening,https: // github.com/OpenNeuroDatasets/ds001415
584,ds001408,rsfMRI_single_session_EEG_NF,8.74GB,18 - 44,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001408
585,ds001399,multibandACQtests,6.5GB,,MRI,rewarddelay,https: // github.com/OpenNeuroDatasets/ds001399
586,ds001386,Subject Data,4.58GB,18 - 74,MRI,,https: // github.com/OpenNeuroDatasets/ds001386
587,ds001379,Loci case study,5.13GB,59,MRI,encodeforgetlocirecall,https: // github.com/OpenNeuroDatasets/ds001379
588,ds001378,SCA2 Diffusion Tensor Imaging,615.47MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds001378
589,ds001371,Rule learning in adolescents at clinical high risk for psychosis shows altered patterns of activation,61.4GB,14 - 25,T1wboldeventssbreffieldmap,ritl,https: // github.com/OpenNeuroDatasets/ds001371
590,ds001365,Indiv Diffs ReadingSkill,211.01MB,-4 - 4,MRI,,https: // github.com/OpenNeuroDatasets/ds001365
591,ds000031,Myconnectome,119.46GB,46,MRI,Resting fmriN-back taskRetinotopic mappingBreath holding taskDot motion stop-signal taskObject recognition taskSentence processing taskSpatial working memory task,https: // github.com/OpenNeuroDatasets/ds000031
592,ds001357,NameFacePriming,3.52GB,,MRI,familiarityviewing,https: // github.com/OpenNeuroDatasets/ds001357
593,ds001353,Information Filtering in Electronic Networks of Practice: An fMRI Investigation of Expectation [Dis]confirmation,4.27GB,19 - 46,MRI,knowfilt,https: // github.com/OpenNeuroDatasets/ds001353
594,ds000140,Distinct brain systems mediate the effects of nociceptive input and self-regulation on pain,17.73GB,19 - 55,MRI,heat pain with regulation and ratings,https: // github.com/OpenNeuroDatasets/ds000140
595,ds001345,Decoding of multisensory semantics and memories in low-level visual cortex,2.17GB,22 - 34,MRI,Audio-Visual Memory,https: // github.com/OpenNeuroDatasets/ds001345
596,ds001344,phfMRI_Control_Tasks,1.73GB,22 - 41,MRI,Eye Movemement VariantWorking Memory VariantEye Movement Variant,https: // github.com/OpenNeuroDatasets/ds001344
597,ds001339,SocialBrain,2.77GB,,MRI,iaps,https: // github.com/OpenNeuroDatasets/ds001339
598,ds001338,ParanoiaStory,23.53GB,19 - 35,MRI,story2story1story3,https: // github.com/OpenNeuroDatasets/ds001338
599,ds000149,Scene Perception,3.06GB,18 - 33,MRI,picture manual responsepicture n-back,https: // github.com/OpenNeuroDatasets/ds000149
600,ds000249,Value generalization in human avoidance learning,4.4GB,20 - 45,MRI,genInstrAv,https: // github.com/OpenNeuroDatasets/ds000249
601,ds000247,MEG-BIDS OMEGA RestingState_sample,10.5GB,21 - 35,MEGMRI,restnoise,https: // github.com/OpenNeuroDatasets/ds000247
602,ds000248,MNE Sample Dataset,1.93GB,,MEGMRI,audiovisualnoise,https: // github.com/OpenNeuroDatasets/ds000248
603,ds000117,"Multisubject, multimodal face processing",169.44GB,23 - 31,MRIMEG,facerecognition,https: // github.com/OpenNeuroDatasets/ds000117
604,ds000246,MEG-BIDS Brainstorm data sample,2.29GB,25,MEGMRI,AEFnoise,https: // github.com/OpenNeuroDatasets/ds000246
605,ds000244,IBC,291.6GB,26 - 40,MRI,archi emotionalarchi socialarchi spatialarchi standardselfRSVP languageclips watchingretinotopyHCP emotionHCP gamblingHCP langageHCP motorHCP relationalHCP socialHCP WMFictitious event orderingfilm viewingrest eyes open,https: // github.com/OpenNeuroDatasets/ds000244
606,ds000253,Female action video game players.,11.16GB,,MRI,LocalizerExperimental Run 1Experimental Run 3Experimental Run 4Experimental Run 2,https: // github.com/OpenNeuroDatasets/ds000253
607,ds000254,Multiband Multi-Echo Simultaneous ASL/BOLD for task-induced functional MRI,3.27GB,20 - 50,MRI,bilateralfingertapping,https: // github.com/OpenNeuroDatasets/ds000254
608,ds000255,Visual image reconstruction,1.37GB,,MRI,viewFigureviewRandom,https: // github.com/OpenNeuroDatasets/ds000255
609,ds000256,Behavioral interventions for reducing head motion during MRI scans in children,4.69GB,5 - 15,MRI,restbaselinerestfixationadaptiverestfixationfixedrestmovieadaptiverestmoviefixedrestfixationnofeedbackrestmovienofeedback,https: // github.com/OpenNeuroDatasets/ds000256
610,ds000258,Multi-echo Cambridge,11.32GB,,MRI,restResting state,https: // github.com/OpenNeuroDatasets/ds000258
611,ds000245,ds000245_R1.0.0,2.02GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds000245
612,ds000241,AK6,4.63GB,,MRI,ak6,https: // github.com/OpenNeuroDatasets/ds000241
613,ds000240,Resting State Perfusion in Healthy Aging,1.07GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds000240
614,ds000238,Trial timing for multivariate pattern analysis,55.39GB,18 - 35,MRI,Slow12Med8Slow10Quick6Quick4n,https: // github.com/OpenNeuroDatasets/ds000238
615,ds000217,Route Learning,102.19GB,18 - 31,MRI,localizerroute learningpicture test,https: // github.com/OpenNeuroDatasets/ds000217
616,ds000210,"Multi-echo fMRI replication sample of autobiographical memory, prospection and theory of mind reasoning tasks",19.16GB,18 - 31,MRI,cuedSGTrest,https: // github.com/OpenNeuroDatasets/ds000210
617,ds000144,Preschool Anxiety Disorders,2.34GB,,MRI,emotional faces,https: // github.com/OpenNeuroDatasets/ds000144
618,ds000138,Spinal fMRI reveals decreased descending inhibition during secondary mechanical hyperalgesia,1.07GB,23 - 40,MRI,post heat stimulationpre heat stimulation,https: // github.com/OpenNeuroDatasets/ds000138
619,ds001302,Inverse Base Rate,5.43GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds001302
620,ds001299,NumberlineMarking,56.75GB,,MRI,task-numbers,https: // github.com/OpenNeuroDatasets/ds001299
621,ds000221,MPI-Leipzig_Mind-Brain-Body,390.48GB,,MRI,Rest,https: // github.com/OpenNeuroDatasets/ds000221
622,ds001297,Personally familiar faces,9.87GB,19 - 32,MRI,face identity oddball,https: // github.com/OpenNeuroDatasets/ds001297
623,ds001293,Multi-resolution 7T fMRI data on the representation of visual orientation,51.2GB,,MRI,coverage,https: // github.com/OpenNeuroDatasets/ds001293
624,ds000030,UCLA Consortium for Neuropsychiatric Phenomics LA5c Study,79.28GB,21 - 50,MRI,restscapstopsignalbarttaskswitchbhtpamencpamret,https: // github.com/OpenNeuroDatasets/ds000030
625,ds000108,Prefrontal-Subcortical Pathways Mediating Successful Emotion Regulation,4.53GB,18 - 41,MRI,Emotion regulation,https: // github.com/OpenNeuroDatasets/ds000108
626,ds000213,Neural mechanism underlying appearance social comparison,2.25GB,,MRI,social comparison,https: // github.com/OpenNeuroDatasets/ds000213
627,ds000212,Moral judgments of intentional and accidental moral violations across Harm and Purity domains,8.81GB,19 - 50,MRI,disfbtomtomloc,https: // github.com/OpenNeuroDatasets/ds000212
628,ds000201,The Stockholm Sleepy Brain Study: Effects of Sleep Deprivation on Cognitive and Emotional Processing in Young and Old,172.88GB,,MRI,ArrowsResting StateHandsFacesSleepinessWorking Memory TestPVT,https: // github.com/OpenNeuroDatasets/ds000201
629,ds000236,Whole-brain background-suppressed pCASL MRI with 1D-accelerated 3D RARE Stack-Of-Spirals Readout- Dataset 3,915.88MB,61 - 89,MRI,,https: // github.com/OpenNeuroDatasets/ds000236
630,ds000235,Whole-brain background-suppressed pCASL MRI with 1D-accelerated 3D RARE Stack-Of-Spirals Readout- Dataset 2,184.35MB,21 - 65,MRI,,https: // github.com/OpenNeuroDatasets/ds000235
631,ds000234,Whole-brain background-suppressed pCASL MRI with 1D-accelerated 3D RARE Stack-Of-Spirals Readout- Dataset 1,311.02MB,27 - 55,MRI,,https: // github.com/OpenNeuroDatasets/ds000234
632,ds000204,Imaging [18F]AV-1451 and [18F]AV-45 in acute and chronic traumatic brain injury,20.09MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds000204
633,ds000206,DWI Traveling Human Phantom Study,14.68GB,,MRI,,https: // github.com/OpenNeuroDatasets/ds000206
634,ds000218,Flavour Pleasantness (Oral Nutritional Supplements),11.71GB,19 - 32,MRI,ONS flavour task,https: // github.com/OpenNeuroDatasets/ds000218
635,ds000231,Integration of sweet taste and metabolism determines carbohydrate reward-study 3,7.22GB,18 - 34,MRI,flavor,https: // github.com/OpenNeuroDatasets/ds000231
636,ds000172,Physiological Contribution in Spontaneous Oscillations: An Approximate Quality - Assurance Index for Resting-State fMRI Signals,3.4GB,,MRI,Resting State,https: // github.com/OpenNeuroDatasets/ds000172
637,ds000219,Flavour Pleasantness (Regular Products),14.92GB,19 - 27,MRI,RP flavour task,https: // github.com/OpenNeuroDatasets/ds000219
638,ds001247,sports_betting_study,6.87GB,,MRI,cueexposure,https: // github.com/OpenNeuroDatasets/ds001247
639,ds001246,Generic Object Decoding (fMRI on ImageNet),37.82GB,,MRI,imageryperception,https: // github.com/OpenNeuroDatasets/ds001246
640,ds000222,Sequential Inference VBM,2GB,21 - 73,MRI,,https: // github.com/OpenNeuroDatasets/ds000222
641,ds000229,Integration of sweet taste and metabolism determines carbohydrate reward - study 1,3.88GB,19 - 31,MRI,flavor,https: // github.com/OpenNeuroDatasets/ds000229
642,ds001242,Examining effects of arousal on responses to salient and non-salient stimuli in younger and older adults,16.37GB,,MRI,PPA functional LocalizerSpatial DetectionFear Learning,https: // github.com/OpenNeuroDatasets/ds001242
643,ds001241,OLVSL_ Object-location visual statistical learning,6.53GB,20 - 33,MRI,learn,https: // github.com/OpenNeuroDatasets/ds001241
644,ds001235,Human-Object Interaction,4.62GB,,MRI,1back,https: // github.com/OpenNeuroDatasets/ds001235
645,ds001233,singleFingerRSA,38.09GB,,MRI,cuedSFM,https: // github.com/OpenNeuroDatasets/ds001233
646,ds001232,Competition between items in working memory leads to forgetting,7.11GB,18 - 29,MRI,Phase 1Phase 2,https: // github.com/OpenNeuroDatasets/ds001232
647,ds001229,Neural Evidence of the Strategic Choice Between Working Memory and Episodic Memory in Prospective Remembering.,8.41GB,18 - 34,MRI,Episodic MemoryWorking Memory,https: // github.com/OpenNeuroDatasets/ds001229
648,ds001228,Decoding intentions of self and others,9.53GB,19 - 35,MRI,collaborative task,https: // github.com/OpenNeuroDatasets/ds001228
649,ds000157,Block design food and nonfood picture viewing task,1.77GB,19 - 26,MRI,Passive viewing task with blocks of food and nonfood images,https: // github.com/OpenNeuroDatasets/ds000157
650,ds001226,BTC_preop,5.28GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds001226
651,ds000168,Offline Processing in Associative Learning,3.7GB,18 - 21,MRI,OP,https: // github.com/OpenNeuroDatasets/ds000168
652,ds000121,Immaturities in Reward Processing and Its Influence on Inhibitory Control in Adolescence (Ring Reward),3.49GB,,MRI,AntiSaccade (AS) Rewarded & Neutral with varying dot position,https: // github.com/OpenNeuroDatasets/ds000121
653,ds000120,Developmental changes in brain function underlying the influence of reward processing on inhibitory control (Slot Reward),2.54GB,8 - 25,MRI,antisaccade task with fixed order,https: // github.com/OpenNeuroDatasets/ds000120
654,ds001218,State representation pictures,71.47GB,,MRI,mentalstatepictures,https: // github.com/OpenNeuroDatasets/ds001218
655,ds000216,Multiband Multi-Echo Imaging of Simultaneous Oxygenation and Flow Timeseries for Resting State Connectivity,2.01GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds000216
656,ds001178,Example MR artifacts,1.89GB,,MRI,restunknownuknownballoon analog risk taskUnknownmachinegame,https: // github.com/OpenNeuroDatasets/ds001178
657,ds001168,A high resolution 7-Tesla resting-state fMRI test-retest dataset with cognitive and physiological measures,43.33GB,,MRI,Rest,https: // github.com/OpenNeuroDatasets/ds001168
658,ds001145,Twilight Zone Movie Watching Dataset,8.18GB,,MRI,Watch movie,https: // github.com/OpenNeuroDatasets/ds001145
659,ds001132,Sherlock,6.15GB,,MRI,free recallpart 1 of Sherlock episodepart 2 of Sherlock episode,https: // github.com/OpenNeuroDatasets/ds001132
660,ds001131,Milky-Vodka,3.63GB,18 - 34,MRI,ScrambledMilkySynonymsVodka,https: // github.com/OpenNeuroDatasets/ds001131
661,ds001110,Sherlock_Merlin,8.85GB,,MRI,Merlin AudioMerlin MovieMerlin free recallSherlock free recallSherlock AudioSherlock Movie,https: // github.com/OpenNeuroDatasets/ds001110
662,ds001107,Unnamed Dataset,10.6GB,,,,https: // github.com/OpenNeuroDatasets/ds001107
663,ds001105,Social predictive coding,41.44GB,,MRI,mentalstates,https: // github.com/OpenNeuroDatasets/ds001105
664,ds000053,Training of loss aversion modulates neural sensitivity toward potential gains,175.65GB,18 - 30,MRI,BaselinePost-testTraining,https: // github.com/OpenNeuroDatasets/ds000053
665,ds000239,Maclaren test-retest brain volume dataset,856.65MB,26 - 31,MRI,,https: // github.com/OpenNeuroDatasets/ds000239
666,ds000243,Washington University 120,8.46GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds000243
667,ds000237,Phonological memory in sign language relies on the visuomotor neural system outside the left hemisphere language network,9.56GB,,MRI,MemorySpan,https: // github.com/OpenNeuroDatasets/ds000237
668,ds000233,Neural responses to naturalistic clips of behaving animals in two different task contexts,4.74GB,21 - 31,MRI,behtax,https: // github.com/OpenNeuroDatasets/ds000233
669,ds000232,Adjudicating between face-coding models with individual-face fMRI responses,34.38GB,22 - 38,MRI,localizermain,https: // github.com/OpenNeuroDatasets/ds000232
670,ds000228,MRI data of 3-12 year old children and adults during viewing of a short animated film,20.69GB,,MRI,pixar,https: // github.com/OpenNeuroDatasets/ds000228
671,ds000224,The Midnight Scan Club (MSC) dataset,130.91GB,24 - 34,MRI,glasslexicalmemoryfacesmemoryscenesmemorywordsmotorrest,https: // github.com/OpenNeuroDatasets/ds000224
672,ds000223,Magnitude Effect,5.52GB,,MRI,mag,https: // github.com/OpenNeuroDatasets/ds000223
673,ds000220,Cost Analysis TBI,4.51GB,18 - 52,MRI,rest,https: // github.com/OpenNeuroDatasets/ds000220
674,ds000208,Brain connectivity predicts placebo response across chronic pain clinical trials,4.59GB,,MRI,rest,https: // github.com/OpenNeuroDatasets/ds000208
675,ds000214,EUPD Cyberball,2.01GB,20 - 51,MRI,Cyberball,https: // github.com/OpenNeuroDatasets/ds000214
676,ds000203,Visual imagery and false memory for pictures,3.08GB,,MRI,Visual imagery false memory,https: // github.com/OpenNeuroDatasets/ds000203
677,ds000205,Affective Videos,2.77GB,,MRI,Functional localizerPassive Viewing,https: // github.com/OpenNeuroDatasets/ds000205
678,ds000202,The heterogeneity in retrieved relations between the personality trait 'Harm avoidance' and gray matter volumes due to variations in the VBM and ROI labeling processing settings,462.72MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds000202
679,ds000200,Pre-adolescents Exposure to Manganese,438.39MB,12 - 19,MRI,Olfactory,https: // github.com/OpenNeuroDatasets/ds000200
680,ds000174,T1-weighted structural MRI study of cannabis users at baseline and 3 years follow up,671.58MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds000174
681,ds000171,Neural Processing of Emotional Musical and Nonmusical Stimuli in Depression,6.93GB,18 - 59,MRI,Non-MusicMusic,https: // github.com/OpenNeuroDatasets/ds000171
682,ds001037,The brain of Chris,8.2MB,,MRI,,https: // github.com/OpenNeuroDatasets/ds001037
683,ds000170,Learning and memory: motor skill consolidation and intermanual transfer,1.66GB,19 - 35,MRI,"Trained Hand, Trained SequenceTrained Hand, Untrained SequenceUntrained Hand, Trained SequenceUntrained Hand, Untrained Sequence",https: // github.com/OpenNeuroDatasets/ds000170
684,ds000164,Stroop Task,2.07GB,,MRI,Stroop Task,https: // github.com/OpenNeuroDatasets/ds000164
685,ds000158,The human Voice Areas: spatial organisation and inter-individual variability in temporal and extra-temporal cortices,14.03GB,,MRI,passive listening,https: // github.com/OpenNeuroDatasets/ds000158
686,ds000133,Modafinil alters intrinsic functional connectivity of the right posterior insula: a pharmacological resting state fMRI study,2.65GB,,MRI,Resting State,https: // github.com/OpenNeuroDatasets/ds000133
687,ds000119,Maturational Changes in Anterior Cingulate and Frontoparietal Recruitment Support the Development of Error Processing and Inhibitory Control (Antistate),10.29GB,,MRI,"visual guided saccade (vgs, aka ProSaccade) and antisaccace (anti) task",https: // github.com/OpenNeuroDatasets/ds000119
688,ds001021,NKI-sample,980.98MB,59,MRI,CHECKERBOARD_1400BREATH_HOLD_1400CHECKERBOARD_645DMN_TRACKING_TESTDMN_TRACKING_TRAINMORAL_DILEMMAMASKPEER1MSITREST_645PEER2REST_CAPREST_1400,https: // github.com/OpenNeuroDatasets/ds001021
689,ds000116,Auditory and Visual Oddball EEG-fMRI,3.08GB,20 - 40,MRI,auditory oddball with button response to target stimulivisual oddball with button response to target stimuli,https: // github.com/OpenNeuroDatasets/ds000116
690,ds000114,"A test-retest fMRI dataset for motor, language and spatial attention functions.",4.34GB,,MRI,covert_verb_generationovert_verb_generationfinger_foot_lipsline_bisectionovert_word_repetition,https: // github.com/OpenNeuroDatasets/ds000114
691,ds000009,The generality of self-control,6.07GB,18 - 33,MRI,balloon analog risk taskdiscountingemotional regulationstop signal,https: // github.com/OpenNeuroDatasets/ds000009
692,ds000148,Who can afford self-control? The neural efficiency mechanism explains effective self-regulation of behavior,13.46GB,19 - 25,MRI,figure 2-back with 1-back lures,https: // github.com/OpenNeuroDatasets/ds000148
693,ds000122,Task-related concurrent but opposite modulations of overlapping functional networks as revealed by spatial ICA,1.63GB,22 - 41,MRI,visual attention task,https: // github.com/OpenNeuroDatasets/ds000122
694,ds000017,ds000017,2.36GB,25 - 50,MRI,probabilistic classificationselective stop-signal task,https: // github.com/OpenNeuroDatasets/ds000017
695,ds000115,Working memory in healthy and schizophrenic individuals,8.48GB,11 - 30,MRI,letter 0-back taskletter 1-back taskletter 2-back task,https: // github.com/OpenNeuroDatasets/ds000115
